"","SampleID","Pos","Valid_cov","Methylation_percent","N_mod","N_canon","N_other_mod","N_delete","N_fail","N_diff","N_nocall"
"157","103596",129467427,3,0,0,3,0,1,0,0,1
"158","103596",129467431,4,0,0,4,0,0,0,0,1
"159","103596",129467444,4,0,0,4,0,0,0,0,1
"160","103596",129467482,4,0,0,4,0,0,1,0,0
"161","103596",129467509,3,0,0,3,0,0,1,0,0
"162","103596",129467531,4,0,0,4,0,0,0,0,0
"163","103596",129467538,2,0,0,2,0,0,0,0,0
"164","103596",129467545,2,0,0,2,0,0,0,0,0
"165","103596",129467594,3,0,0,3,0,0,0,0,1
"166","103596",129467633,2,0,0,2,0,0,0,0,2
"167","103596",129467668,3,0,0,3,0,0,0,0,1
"168","103596",129467670,2,0,0,2,0,0,0,0,0
"169","103596",129467829,4,50,2,2,0,0,0,0,0
"170","103596",129467856,4,100,4,0,0,0,0,0,0
"171","103596",129467864,4,25,1,3,0,0,0,0,0
"172","103596",129467876,4,100,4,0,0,0,0,0,0
"173","103596",129467903,4,100,4,0,0,0,0,0,0
"174","103596",129468053,2,100,2,0,0,0,0,0,0
"175","103596",129468292,4,75,3,1,0,0,0,0,0
"176","103596",129468332,3,100,3,0,0,1,0,0,0
"177","103596",129468334,4,100,4,0,0,0,0,0,0
"178","103596",129468364,3,33.33,1,2,0,1,0,0,0
"179","103596",129468399,2,50,1,1,0,1,1,0,0
"180","103596",129468444,3,100,3,0,0,1,0,0,0
"181","103596",129468446,3,100,3,0,0,1,0,0,0
"182","103596",129468474,4,100,4,0,0,0,0,0,0
"183","103596",129468544,2,100,2,0,0,0,0,0,0
"184","103596",129468621,2,100,2,0,0,1,0,0,0
"185","103596",129468649,3,100,3,0,0,0,0,0,0
"186","103596",129468744,3,100,3,0,0,0,0,0,0
"187","103596",129468815,3,100,3,0,0,0,0,0,0
"188","103596",129468832,3,66.67,2,1,0,0,0,0,0
"189","103596",129468840,3,100,3,0,0,0,0,0,0
"190","103596",129468862,3,100,3,0,0,0,0,0,0
"191","103596",129468865,2,100,2,0,0,0,0,1,0
"192","103596",129469079,1,100,1,0,0,0,0,1,0
"193","103596",129469532,2,50,1,1,0,0,1,0,0
"194","103596",129469601,3,100,3,0,0,0,0,0,0
"195","103596",129469621,2,100,2,0,0,0,1,0,0
"196","103596",129469698,3,100,3,0,0,0,0,0,0
"197","103596",129469744,3,100,3,0,0,0,0,0,0
"198","103596",129469808,2,100,2,0,0,0,0,0,0
"199","103596",129469854,3,100,3,0,0,0,0,0,0
"200","103596",129469908,3,100,3,0,0,0,0,0,0
"201","103596",129469930,3,100,3,0,0,0,0,0,0
"202","103596",129470012,3,100,3,0,0,0,0,0,0
"203","103596",129470030,1,100,1,0,0,0,0,0,0
"204","103596",129470135,1,100,1,0,0,0,0,0,0
"205","103596",129470417,1,100,1,0,0,0,0,0,0
"206","103596",129470584,1,0,0,1,0,0,0,0,0
"207","103596",129470621,1,100,1,0,0,0,0,0,0
"208","103596",129470656,2,100,2,0,0,0,0,0,0
"209","103596",129470662,1,100,1,0,0,0,0,0,0
"210","103596",129470694,1,100,1,0,0,0,0,0,0
"211","103596",129470714,1,100,1,0,0,0,0,0,0
"212","103596",129470811,1,0,0,1,0,0,0,0,0
"213","103596",129471096,1,100,1,0,0,0,0,0,0
"214","103596",129471099,1,100,1,0,0,0,0,0,0
"215","103596",129471153,1,100,1,0,0,0,0,0,0
"216","103596",129471165,1,100,1,0,0,0,0,0,0
"217","103596",129471204,1,100,1,0,0,0,0,0,0
"218","103596",129471206,1,100,1,0,0,0,0,0,0
"219","103596",129471259,2,50,1,1,0,0,0,0,0
"220","103596",129471274,1,100,1,0,0,0,0,0,0
"221","103596",129471391,2,100,2,0,0,0,0,0,0
"222","103596",129471456,2,100,2,0,0,0,0,0,0
"223","103596",129471528,1,100,1,0,0,0,0,0,0
"224","103596",129471547,1,100,1,0,0,0,0,0,0
"225","103596",129471578,2,50,1,1,0,0,0,0,0
"226","103596",129471614,2,100,2,0,0,0,0,0,0
"227","103596",129471678,2,100,2,0,0,0,0,0,0
"228","103596",129471845,2,100,2,0,0,0,0,0,0
"229","103596",129471892,2,100,2,0,0,0,0,0,0
"230","103596",129471914,2,100,2,0,0,0,0,0,0
"231","103596",129472012,2,50,1,1,0,0,0,0,0
"232","103596",129472031,2,100,2,0,0,0,0,0,0
"233","103596",129472033,1,100,1,0,0,0,0,0,0
"234","103596",129472040,1,100,1,0,0,0,0,0,0
"235","103596",129472301,1,100,1,0,0,0,0,0,0
"236","103596",129472315,1,100,1,0,0,0,0,0,0
"237","103596",129472324,1,0,0,1,0,0,0,0,0
"238","103596",129472425,1,100,1,0,0,0,0,0,0
"239","103596",129472449,1,100,1,0,0,0,0,0,0
"240","103596",129472462,1,100,1,0,0,0,0,0,0
"241","103596",129472491,1,100,1,0,0,0,0,0,0
"242","103596",129472547,1,100,1,0,0,0,0,0,0
"243","103596",129472587,1,100,1,0,0,0,0,0,0
"244","103596",129472707,1,100,1,0,0,0,0,0,0
"245","103596",129472730,1,100,1,0,0,0,0,0,0
"246","103596",129472755,1,100,1,0,0,0,0,0,0
"247","103596",129472997,1,100,1,0,0,0,0,0,0
"248","103596",129473062,1,100,1,0,0,0,0,0,0
"249","103596",129473121,1,100,1,0,0,0,0,0,0
"250","103596",129473139,1,100,1,0,0,0,0,0,0
"251","103596",129473201,1,100,1,0,0,0,0,0,0
"252","103596",129473205,1,100,1,0,0,0,0,0,0
"253","103596",129473240,1,100,1,0,0,0,0,0,0
"254","103596",129473372,1,100,1,0,0,0,0,0,0
"255","103596",129473379,1,100,1,0,0,0,0,0,0
"256","103596",129473476,1,0,0,1,0,0,0,0,0
"257","103596",129473483,1,100,1,0,0,0,0,0,0
"258","103596",129473604,1,0,0,1,0,0,0,0,0
"259","103596",129473743,1,100,1,0,0,0,0,0,0
"260","103596",129473769,1,100,1,0,0,0,0,0,0
"261","103596",129473777,1,100,1,0,0,0,0,0,0
"262","103596",129473829,1,100,1,0,0,0,0,0,0
"263","103596",129473849,1,100,1,0,0,0,0,0,0
"264","103596",129473871,1,0,0,1,0,0,0,0,0
"265","103596",129473929,1,0,0,1,0,0,0,0,0
"266","103596",129473943,1,100,1,0,0,0,0,0,0
"267","103596",129474001,1,100,1,0,0,0,0,0,0
"268","103596",129474081,1,100,1,0,0,0,0,0,0
"269","103596",129474199,1,100,1,0,0,0,0,0,0
"270","103596",129474271,1,100,1,0,0,0,0,0,0
"271","103596",129474390,1,100,1,0,0,0,0,0,0
"272","103596",129474406,1,100,1,0,0,0,0,0,0
"273","103596",129474441,1,100,1,0,0,0,0,0,0
"274","103596",129474584,1,100,1,0,0,0,0,0,0
"275","103596",129474594,1,100,1,0,0,0,0,0,0
"276","103596",129474596,1,100,1,0,0,0,0,0,0
"277","103596",129474604,1,100,1,0,0,0,0,0,0
"278","103596",129474616,1,100,1,0,0,0,0,0,0
"279","103596",129474696,1,100,1,0,0,0,0,0,0
"280","103596",129474716,1,100,1,0,0,0,0,0,0
"281","103596",129474791,1,0,0,1,0,0,0,0,0
"282","103596",129474798,1,100,1,0,0,0,0,0,0
"283","103596",129474810,1,100,1,0,0,0,0,0,0
"284","103596",129475072,1,100,1,0,0,0,0,0,0
"285","103596",129475166,1,100,1,0,0,0,0,0,0
"286","103596",129475207,1,100,1,0,0,0,0,0,0
"287","103596",129475370,1,0,0,1,0,0,0,0,0
"288","103596",129475400,1,100,1,0,0,0,0,0,0
"289","103596",129475409,1,100,1,0,0,0,0,0,0
"290","103596",129475412,1,100,1,0,0,0,0,0,0
"291","103596",129475421,1,100,1,0,0,0,0,0,0
"292","103596",129475446,1,100,1,0,0,0,0,0,0
"293","103596",129475472,1,0,0,1,0,0,0,0,0
"294","103596",129475569,1,100,1,0,0,0,0,0,0
"295","103596",129475608,1,100,1,0,0,0,0,0,0
"296","103596",129475634,1,100,1,0,0,0,0,0,0
"297","103596",129475646,1,100,1,0,0,0,0,0,0
"298","103596",129475677,1,0,0,1,0,0,0,0,0
"299","103596",129475713,1,100,1,0,0,0,0,0,0
"300","103596",129475851,1,100,1,0,0,0,0,0,0
"301","103596",129476128,1,0,0,1,0,0,0,0,0
"302","103596",129476156,1,0,0,1,0,0,0,0,0
"303","103596",129476258,1,0,0,1,0,0,0,0,0
"304","103596",129476491,1,0,0,1,0,0,0,0,0
"305","103596",129476759,1,0,0,1,0,0,0,0,0
"306","103596",129476790,1,0,0,1,0,0,0,0,0
"307","103596",129476963,1,100,1,0,0,0,0,0,0
"308","103596",129476974,1,100,1,0,0,0,0,0,0
"309","103596",129477016,1,100,1,0,0,0,0,0,0
"310","103596",129477026,1,0,0,1,0,0,0,0,0
"311","103596",129477098,1,100,1,0,0,0,0,0,0
"312","103596",129477156,1,100,1,0,0,0,0,0,0
"313","103596",129477414,1,0,0,1,0,0,0,0,0
"314","103596",129477608,1,0,0,1,0,0,0,0,0
"315","103596",129477623,1,100,1,0,0,0,0,0,0
"316","103596",129477670,1,100,1,0,0,0,0,0,0
"317","103596",129477767,1,100,1,0,0,0,0,0,0
"318","103850",129464472,2,100,2,0,0,0,0,0,0
"319","103850",129464512,2,100,2,0,0,0,0,0,0
"320","103850",129464515,2,100,2,0,0,0,0,0,0
"321","103850",129464523,1,100,1,0,0,1,0,0,0
"322","103850",129464561,2,100,2,0,0,0,0,0,0
"323","103850",129464573,2,100,2,0,0,0,0,0,0
"324","103850",129464608,1,100,1,0,0,0,0,0,1
"325","103850",129464895,2,100,2,0,0,0,0,0,0
"326","103850",129464974,2,100,2,0,0,0,0,0,0
"327","103850",129464981,2,100,2,0,0,0,0,0,0
"328","103850",129465108,1,100,1,0,0,0,1,0,0
"329","103850",129465133,2,50,1,1,0,0,0,0,0
"330","103850",129465245,2,100,2,0,0,0,0,0,0
"331","103850",129465384,2,100,2,0,0,0,0,0,0
"332","103850",129465393,2,100,2,0,0,0,0,0,0
"333","103850",129465447,2,50,1,1,0,0,0,0,0
"334","103850",129465456,1,100,1,0,0,1,0,0,0
"335","103850",129465575,1,100,1,0,0,1,0,0,0
"336","103850",129465629,1,100,1,0,0,1,0,0,0
"337","103850",129465837,2,100,2,0,0,0,0,0,0
"338","103850",129465856,1,100,1,0,0,0,1,0,0
"339","103850",129465880,1,0,0,1,0,0,0,1,0
"340","103850",129465933,2,100,2,0,0,0,0,0,0
"341","103850",129466047,2,100,2,0,0,0,0,0,0
"342","103850",129466232,1,100,1,0,0,1,0,0,0
"343","103850",129466310,1,100,1,0,0,1,0,0,0
"344","103850",129466332,2,100,2,0,0,0,0,0,0
"345","103850",129466470,2,100,2,0,0,0,0,0,0
"346","103850",129466555,2,100,2,0,0,0,0,0,0
"347","103850",129466575,2,100,2,0,0,0,0,0,0
"348","103850",129466581,2,100,2,0,0,0,0,0,0
"349","103850",129466612,2,100,2,0,0,0,0,0,0
"350","103850",129466662,1,100,1,0,0,1,0,0,0
"351","103850",129466684,2,100,2,0,0,0,0,0,0
"352","103850",129466686,2,50,1,1,0,0,0,0,0
"353","103850",129466691,2,100,2,0,0,0,0,0,0
"354","103850",129466700,2,100,2,0,0,0,0,0,0
"355","103850",129466706,2,100,2,0,0,0,0,0,0
"356","103850",129466711,2,100,2,0,0,0,0,0,0
"357","103850",129466721,1,100,1,0,0,0,0,1,0
"358","103850",129466737,2,100,2,0,0,0,0,0,0
"359","103850",129466741,2,100,2,0,0,0,0,0,0
"360","103850",129466744,2,50,1,1,0,0,0,0,0
"361","103850",129466751,2,100,2,0,0,0,0,0,0
"362","103850",129466758,1,100,1,0,0,1,0,0,0
"363","103850",129466760,2,100,2,0,0,0,0,0,0
"364","103850",129466762,2,100,2,0,0,0,0,0,0
"365","103850",129466784,1,0,0,1,0,1,0,0,0
"366","103850",129466802,2,100,2,0,0,0,0,0,0
"367","103850",129466806,2,100,2,0,0,0,0,0,0
"368","103850",129466808,1,100,1,0,0,0,0,0,1
"369","103850",129466836,1,0,0,1,0,0,1,0,0
"370","103850",129466872,2,50,1,1,0,0,0,0,0
"371","103850",129466887,2,50,1,1,0,0,0,0,0
"372","103850",129466890,2,50,1,1,0,0,0,0,0
"373","103850",129466894,2,0,0,2,0,0,0,0,0
"374","103850",129466904,2,50,1,1,0,0,0,0,0
"375","103850",129466908,2,50,1,1,0,0,0,0,0
"376","103850",129466920,1,0,0,1,0,1,0,0,0
"377","103850",129466929,2,0,0,2,0,0,0,0,0
"378","103850",129466941,1,0,0,1,0,0,0,1,0
"379","103850",129466944,1,0,0,1,0,0,1,0,0
"380","103850",129466950,1,0,0,1,0,0,1,0,0
"381","103850",129466964,2,0,0,2,0,0,0,0,0
"382","103850",129466967,2,0,0,2,0,0,0,0,0
"383","103850",129466972,2,0,0,2,0,0,0,0,0
"384","103850",129466975,2,0,0,2,0,0,0,0,0
"385","103850",129466982,2,0,0,2,0,0,0,0,0
"386","103850",129466990,1,0,0,1,0,0,1,0,0
"387","103850",129467008,2,0,0,2,0,0,0,0,0
"388","103850",129467011,2,0,0,2,0,0,0,0,0
"389","103850",129467014,2,0,0,2,0,0,0,0,0
"390","103850",129467030,2,0,0,2,0,0,0,0,0
"391","103850",129467033,2,0,0,2,0,0,0,0,0
"392","103850",129467038,2,0,0,2,0,0,0,0,0
"393","103850",129467042,1,0,0,1,0,1,0,0,0
"394","103850",129467057,2,0,0,2,0,0,0,0,0
"395","103850",129467073,2,0,0,2,0,0,0,0,0
"396","103850",129467084,2,0,0,2,0,0,0,0,0
"397","103850",129467090,2,0,0,2,0,0,0,0,0
"398","103850",129467092,2,0,0,2,0,0,0,0,0
"399","103850",129467094,2,0,0,2,0,0,0,0,0
"400","103850",129467099,1,0,0,1,0,0,1,0,0
"401","103850",129467105,1,100,1,0,0,0,0,1,0
"402","103850",129467111,2,0,0,2,0,0,0,0,0
"403","103850",129467113,2,0,0,2,0,0,0,0,0
"404","103850",129467115,2,0,0,2,0,0,0,0,0
"405","103850",129467140,2,0,0,2,0,0,0,0,0
"406","103850",129467146,1,0,0,1,0,0,0,0,1
"407","103850",129467151,2,0,0,2,0,0,0,0,0
"408","103850",129467163,2,0,0,2,0,0,0,0,0
"409","103850",129467170,2,0,0,2,0,0,0,0,0
"410","103850",129467173,2,0,0,2,0,0,0,0,0
"411","103850",129467191,2,0,0,2,0,0,0,0,0
"412","103850",129467197,1,0,0,1,0,0,1,0,0
"413","103850",129467203,1,0,0,1,0,0,0,0,1
"414","103850",129467205,2,0,0,2,0,0,0,0,0
"415","103850",129467229,1,0,0,1,0,0,0,0,1
"416","103850",129467231,2,0,0,2,0,0,0,0,0
"417","103850",129467242,2,50,1,1,0,0,0,0,0
"418","103850",129467254,2,0,0,2,0,0,0,0,0
"419","103850",129467257,2,0,0,2,0,0,0,0,0
"420","103850",129467261,1,0,0,1,0,0,1,0,0
"421","103850",129467271,1,0,0,1,0,0,0,0,1
"422","103850",129467273,1,0,0,1,0,1,0,0,0
"423","103850",129467278,2,50,1,1,0,0,0,0,0
"424","103850",129467283,2,0,0,2,0,0,0,0,0
"425","103850",129467289,1,100,1,0,0,0,1,0,0
"426","103850",129467310,2,0,0,2,0,0,0,0,0
"427","103850",129467315,2,0,0,2,0,0,0,0,0
"428","103850",129467321,2,0,0,2,0,0,0,0,0
"429","103850",129467331,1,0,0,1,0,0,0,1,0
"430","103850",129467344,1,100,1,0,0,0,1,0,0
"431","103850",129467349,2,50,1,1,0,0,0,0,0
"432","103850",129467361,2,0,0,2,0,0,0,0,0
"433","103850",129467377,2,50,1,1,0,0,0,0,0
"434","103850",129467388,1,0,0,1,0,0,1,0,0
"435","103850",129467391,1,0,0,1,0,0,1,0,0
"436","103850",129467394,2,0,0,2,0,0,0,0,0
"437","103850",129467406,2,0,0,2,0,0,0,0,0
"438","103850",129467431,1,0,0,1,0,0,0,0,1
"439","103850",129467444,2,50,1,1,0,0,0,0,0
"440","103850",129467482,2,50,1,1,0,0,0,0,0
"441","103850",129467509,2,50,1,1,0,0,0,0,0
"442","103850",129467531,1,100,1,0,0,1,0,0,0
"443","103850",129467538,2,50,1,1,0,0,0,0,0
"444","103850",129467545,2,50,1,1,0,0,0,0,0
"445","103850",129467587,1,0,0,1,0,0,0,0,1
"446","103850",129467633,2,50,1,1,0,0,0,0,0
"447","103850",129467668,2,50,1,1,0,0,0,0,0
"448","103850",129467670,2,50,1,1,0,0,0,0,0
"449","103850",129467856,1,100,1,0,0,0,0,1,0
"450","103850",129467864,2,50,1,1,0,0,0,0,0
"451","103850",129467876,2,100,2,0,0,0,0,0,0
"452","103850",129467903,1,100,1,0,0,0,0,0,1
"453","103850",129468175,1,100,1,0,0,0,0,1,0
"454","103850",129468292,1,100,1,0,0,0,0,1,0
"455","103850",129468332,2,50,1,1,0,0,0,0,0
"456","103850",129468364,2,100,2,0,0,0,0,0,0
"457","103850",129468444,1,0,0,1,0,0,0,0,0
"458","103850",129468446,1,0,0,1,0,0,0,0,0
"459","103850",129468621,1,100,1,0,0,0,0,0,0
"460","103850",129468649,1,100,1,0,0,0,0,0,0
"461","103850",129468744,1,100,1,0,0,0,0,0,0
"462","103850",129468815,1,100,1,0,0,0,0,0,0
"463","103850",129468832,1,100,1,0,0,0,0,0,0
"464","103850",129468862,1,100,1,0,0,0,0,0,0
"465","103850",129468865,1,100,1,0,0,0,0,0,0
"466","103850",129469079,1,100,1,0,0,0,0,0,0
"467","103850",129469621,1,0,0,1,0,0,0,0,0
"468","103850",129469698,1,100,1,0,0,0,0,0,0
"469","127068",129456649,1,0,0,1,0,0,0,0,0
"470","127068",129456897,1,100,1,0,0,0,0,0,0
"471","127068",129456918,1,0,0,1,0,0,0,0,0
"472","127068",129457074,1,0,0,1,0,0,0,0,0
"473","127068",129457083,1,0,0,1,0,0,0,0,0
"474","127068",129457518,1,0,0,1,0,0,0,0,0
"475","127068",129457547,1,0,0,1,0,0,0,0,0
"476","127068",129457624,1,100,1,0,0,0,0,0,0
"477","127068",129457677,1,0,0,1,0,0,0,0,0
"478","127068",129457781,1,0,0,1,0,0,0,0,0
"479","127068",129457905,1,0,0,1,0,0,0,0,0
"480","127068",129457968,1,0,0,1,0,0,0,0,0
"481","127068",129458171,1,0,0,1,0,0,0,0,0
"482","127068",129458203,1,0,0,1,0,0,0,0,0
"483","127068",129458741,1,0,0,1,0,0,0,0,0
"484","127068",129458754,1,0,0,1,0,0,0,0,0
"485","127068",129459125,1,100,1,0,0,0,0,0,0
"486","127068",129459219,2,50,1,1,0,0,0,0,0
"487","127068",129459241,1,100,1,0,0,0,0,0,0
"488","127068",129459377,2,100,2,0,0,0,1,0,0
"489","127068",129459588,2,50,1,1,0,0,0,0,0
"490","127068",129459659,1,100,1,0,0,0,0,0,0
"491","127068",129459677,1,100,1,0,0,1,0,0,0
"492","127068",129459891,2,50,1,1,0,0,0,0,1
"493","127068",129460135,4,75,3,1,0,0,0,0,0
"494","127068",129460138,2,50,1,1,0,0,0,1,1
