"Sample_ID","Series","Pos","Type","Quality","Depth","Percent_Methylated","UnMethylated","Methylated","No_call"
"103596","Rapid-CNS",131265239,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265246,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265254,"5mC",750,4,0,3,0,0
"103596","Rapid-CNS",131265272,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265275,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265278,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265281,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265294,"5mC",750,4,0,3,0,0
"103596","Rapid-CNS",131265297,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265302,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265306,"5mC",750,4,0,3,0,0
"103596","Rapid-CNS",131265310,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265321,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265330,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265337,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265348,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265354,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265356,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265358,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265363,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265369,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265375,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265377,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265379,"5mC",1000,4,25,3,1,0
"103596","Rapid-CNS",131265404,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265410,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265415,"5mC",800,5,0,4,0,1
"103596","Rapid-CNS",131265427,"5mC",800,5,0,4,0,0
"103596","Rapid-CNS",131265434,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265437,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265446,"5mC",800,5,0,4,0,1
"103596","Rapid-CNS",131265455,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265461,"5mC",800,5,0,4,0,1
"103596","Rapid-CNS",131265467,"5mC",800,5,0,4,0,1
"103596","Rapid-CNS",131265469,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265474,"5mC",800,5,0,4,0,1
"103596","Rapid-CNS",131265493,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265495,"5mC",800,5,0,4,0,1
"103596","Rapid-CNS",131265506,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265513,"5mC",1000,5,20,4,1,0
"103596","Rapid-CNS",131265518,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265521,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265525,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265535,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265537,"5mC",833,6,0,5,0,0
"103596","Rapid-CNS",131265542,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265547,"5mC",833,6,0,5,0,1
"103596","Rapid-CNS",131265553,"5mC",1000,6,16.67,5,1,0
"103596","Rapid-CNS",131265574,"5mC",833,6,0,5,0,1
"103596","Rapid-CNS",131265579,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265585,"5mC",1000,6,16.67,5,1,0
"103596","Rapid-CNS",131265595,"5mC",833,6,0,5,0,0
"103596","Rapid-CNS",131265608,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265613,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265625,"5mC",1000,6,0,6,0,0
"103596","Rapid-CNS",131265641,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265652,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265655,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265658,"5mC",800,5,0,4,0,0
"103596","Rapid-CNS",131265670,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265691,"5mC",600,5,0,3,0,1
"103596","Rapid-CNS",131265695,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265708,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265746,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265773,"5mC",1000,5,0,5,0,0
"103596","Rapid-CNS",131265795,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265802,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265809,"5mC",750,4,0,3,0,0
"103596","Rapid-CNS",131265851,"5mC",500,4,0,2,0,0
"103596","Rapid-CNS",131265858,"5mC",750,4,0,3,0,1
"103596","Rapid-CNS",131265897,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265932,"5mC",1000,4,0,4,0,0
"103596","Rapid-CNS",131265934,"5mC",500,4,0,2,0,0
"103596","Rapid-CNS",131266093,"5mC",1000,4,50,2,2,0
"103850","Rapid-CNS",131264785,"5mC",500,2,100,0,1,0
"103850","Rapid-CNS",131264819,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264839,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264845,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131264876,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264926,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264948,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264950,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264955,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131264964,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264970,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264975,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131264985,"5mC",500,2,100,0,1,1
"103850","Rapid-CNS",131265001,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265005,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265008,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265015,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265022,"5mC",0,2,NA,0,0,0
"103850","Rapid-CNS",131265024,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265026,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265042,"5mC",0,2,NA,0,0,1
"103850","Rapid-CNS",131265048,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265058,"5mC",500,2,100,0,1,0
"103850","Rapid-CNS",131265066,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265070,"5mC",1000,2,100,0,2,0
"103850","Rapid-CNS",131265072,"5mC",500,2,100,0,1,0
"103850","Rapid-CNS",131265100,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265136,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265151,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265154,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265158,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265168,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265172,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265184,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265193,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265205,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265208,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265214,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265228,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265231,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265236,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265239,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265246,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265254,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265272,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265275,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265278,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265281,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265294,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265297,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265302,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265306,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265310,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265321,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265330,"5mC",500,2,0,1,0,0
"103850","Rapid-CNS",131265337,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265348,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265354,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265356,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265358,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265363,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265369,"5mC",500,2,100,0,1,0
"103850","Rapid-CNS",131265375,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265377,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265379,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265404,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265410,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265415,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265427,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265434,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265437,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265446,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265455,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265461,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265467,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265469,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265474,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265493,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265495,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265506,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265513,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265518,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265521,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265525,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265535,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265537,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265542,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265547,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265553,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265574,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265579,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265585,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265595,"5mC",500,2,0,1,0,0
"103850","Rapid-CNS",131265608,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265613,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265625,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265641,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265652,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265655,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265658,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265670,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265691,"5mC",0,2,NA,0,0,1
"103850","Rapid-CNS",131265695,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265708,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265746,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265773,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265795,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265802,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265809,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265851,"5mC",1000,2,0,2,0,0
"103850","Rapid-CNS",131265858,"5mC",0,2,NA,0,0,0
"103850","Rapid-CNS",131265897,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265932,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131265934,"5mC",1000,2,50,1,1,0
"103850","Rapid-CNS",131266093,"5mC",1000,2,50,1,1,0
"127068","Rapid-CNS",131264785,"5mC",840,25,90.48,2,19,2
"127068","Rapid-CNS",131264819,"5mC",920,25,30.43,16,7,1
"127068","Rapid-CNS",131264839,"5mC",960,25,25,18,6,0
"127068","Rapid-CNS",131264845,"5mC",920,25,82.61,4,19,2
"127068","Rapid-CNS",131264876,"5mC",960,25,83.33,4,20,1
"127068","Rapid-CNS",131264926,"5mC",840,25,80.95,4,17,0
"127068","Rapid-CNS",131264948,"5mC",880,25,4.55,21,1,0
"127068","Rapid-CNS",131264950,"5mC",1000,25,12,22,3,0
"127068","Rapid-CNS",131264955,"5mC",800,25,10,18,2,0
"127068","Rapid-CNS",131264964,"5mC",960,25,29.17,17,7,0
"127068","Rapid-CNS",131264970,"5mC",960,25,20.83,19,5,0
"127068","Rapid-CNS",131264975,"5mC",1000,25,20,20,5,0
"127068","Rapid-CNS",131264985,"5mC",920,25,0,23,0,0
"127068","Rapid-CNS",131265001,"5mC",840,25,4.76,20,1,1
"127068","Rapid-CNS",131265005,"5mC",1000,25,8,23,2,0
"127068","Rapid-CNS",131265008,"5mC",960,25,0,24,0,0
"127068","Rapid-CNS",131265015,"5mC",920,25,4.35,22,1,0
"127068","Rapid-CNS",131265022,"5mC",960,25,4.17,23,1,0
"127068","Rapid-CNS",131265024,"5mC",1000,25,4,24,1,0
"127068","Rapid-CNS",131265026,"5mC",960,25,0,24,0,1
"127068","Rapid-CNS",131265042,"5mC",1000,25,0,25,0,0
"127068","Rapid-CNS",131265048,"5mC",1000,25,0,25,0,0
"127068","Rapid-CNS",131265058,"5mC",1000,25,8,23,2,0
"127068","Rapid-CNS",131265066,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265070,"5mC",958,24,0,23,0,0
"127068","Rapid-CNS",131265072,"5mC",916,24,4.55,21,1,0
"127068","Rapid-CNS",131265100,"5mC",916,24,0,22,0,0
"127068","Rapid-CNS",131265136,"5mC",958,24,4.35,22,1,0
"127068","Rapid-CNS",131265151,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265154,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265158,"5mC",958,24,0,23,0,1
"127068","Rapid-CNS",131265168,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265172,"5mC",916,24,0,22,0,0
"127068","Rapid-CNS",131265184,"5mC",869,23,0,20,0,0
"127068","Rapid-CNS",131265193,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265205,"5mC",869,23,0,20,0,1
"127068","Rapid-CNS",131265208,"5mC",956,23,9.09,20,2,0
"127068","Rapid-CNS",131265214,"5mC",913,23,19.05,17,4,0
"127068","Rapid-CNS",131265228,"5mC",956,23,4.55,21,1,0
"127068","Rapid-CNS",131265231,"5mC",869,23,0,20,0,0
"127068","Rapid-CNS",131265236,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265239,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265246,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265254,"5mC",956,23,0,22,0,1
"127068","Rapid-CNS",131265272,"5mC",956,23,0,22,0,0
"127068","Rapid-CNS",131265275,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265278,"5mC",1000,23,4.35,22,1,0
"127068","Rapid-CNS",131265281,"5mC",956,23,9.09,20,2,1
"127068","Rapid-CNS",131265294,"5mC",956,23,0,22,0,0
"127068","Rapid-CNS",131265297,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265302,"5mC",913,23,0,21,0,2
"127068","Rapid-CNS",131265306,"5mC",956,23,0,22,0,0
"127068","Rapid-CNS",131265310,"5mC",1000,23,4.35,22,1,0
"127068","Rapid-CNS",131265321,"5mC",1000,23,0,23,0,0
"127068","Rapid-CNS",131265330,"5mC",652,23,6.67,14,1,2
"127068","Rapid-CNS",131265337,"5mC",1000,23,13.04,20,3,0
"127068","Rapid-CNS",131265348,"5mC",913,23,19.05,17,4,1
"127068","Rapid-CNS",131265354,"5mC",958,24,0,23,0,1
"127068","Rapid-CNS",131265356,"5mC",958,24,4.35,22,1,0
"127068","Rapid-CNS",131265358,"5mC",958,24,4.35,22,1,0
"127068","Rapid-CNS",131265363,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265369,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265375,"5mC",916,24,4.55,21,1,2
"127068","Rapid-CNS",131265377,"5mC",958,24,0,23,0,0
"127068","Rapid-CNS",131265379,"5mC",875,24,0,21,0,1
"127068","Rapid-CNS",131265404,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265410,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265415,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265427,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265434,"5mC",1000,24,8.33,22,2,0
"127068","Rapid-CNS",131265437,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265446,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265455,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265461,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265467,"5mC",958,24,4.35,22,1,0
"127068","Rapid-CNS",131265469,"5mC",916,24,0,22,0,2
"127068","Rapid-CNS",131265474,"5mC",958,24,0,23,0,1
"127068","Rapid-CNS",131265493,"5mC",958,24,4.35,22,1,0
"127068","Rapid-CNS",131265495,"5mC",958,24,0,23,0,1
"127068","Rapid-CNS",131265506,"5mC",958,24,0,23,0,1
"127068","Rapid-CNS",131265513,"5mC",916,24,4.55,21,1,2
"127068","Rapid-CNS",131265518,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265521,"5mC",958,24,0,23,0,1
"127068","Rapid-CNS",131265525,"5mC",1000,24,8.33,22,2,0
"127068","Rapid-CNS",131265535,"5mC",916,24,4.55,21,1,1
"127068","Rapid-CNS",131265537,"5mC",916,24,0,22,0,0
"127068","Rapid-CNS",131265542,"5mC",1000,24,8.33,22,2,0
"127068","Rapid-CNS",131265547,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265553,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265574,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265579,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265585,"5mC",916,24,13.64,19,3,0
"127068","Rapid-CNS",131265595,"5mC",875,24,4.76,20,1,1
"127068","Rapid-CNS",131265608,"5mC",833,24,10,18,2,4
"127068","Rapid-CNS",131265613,"5mC",1000,24,4.17,23,1,0
"127068","Rapid-CNS",131265625,"5mC",1000,24,0,24,0,0
"127068","Rapid-CNS",131265641,"5mC",1000,24,20.83,19,5,0
"127068","Rapid-CNS",131265652,"5mC",916,24,18.18,18,4,1
"127068","Rapid-CNS",131265655,"5mC",958,24,8.7,21,2,1
"127068","Rapid-CNS",131265658,"5mC",791,24,15.79,16,3,1
"127068","Rapid-CNS",131265670,"5mC",958,24,56.52,10,13,0
"127068","Rapid-CNS",131265691,"5mC",916,24,4.55,21,1,0
"127068","Rapid-CNS",131265695,"5mC",958,24,0,23,0,0
"127068","Rapid-CNS",131265708,"5mC",875,24,9.52,19,2,2
"127068","Rapid-CNS",131265746,"5mC",916,24,9.09,20,2,1
"127068","Rapid-CNS",131265773,"5mC",875,24,85.71,3,18,2
"127068","Rapid-CNS",131265795,"5mC",916,24,68.18,7,15,2
"127068","Rapid-CNS",131265802,"5mC",750,24,83.33,3,15,3
"127068","Rapid-CNS",131265809,"5mC",875,24,19.05,17,4,2
"127068","Rapid-CNS",131265851,"5mC",833,24,0,20,0,1
"127068","Rapid-CNS",131265858,"5mC",833,24,0,20,0,1
"127068","Rapid-CNS",131265897,"5mC",1000,23,78.26,5,18,0
"127068","Rapid-CNS",131265932,"5mC",956,23,90.91,2,20,0
"127068","Rapid-CNS",131265934,"5mC",956,23,86.36,3,19,0
"127068","Rapid-CNS",131266093,"5mC",913,23,71.43,6,15,1
"127160","Rapid-CNS",131264785,"5mC",684,19,100,0,13,2
"127160","Rapid-CNS",131264819,"5mC",947,19,22.22,14,4,1
"127160","Rapid-CNS",131264839,"5mC",894,19,11.76,15,2,0
"127160","Rapid-CNS",131264845,"5mC",842,19,81.25,3,13,0
"127160","Rapid-CNS",131264876,"5mC",736,19,57.14,6,8,4
"127160","Rapid-CNS",131264926,"5mC",842,19,87.5,2,14,1
"127160","Rapid-CNS",131264948,"5mC",789,19,20,12,3,1
"127160","Rapid-CNS",131264950,"5mC",894,19,23.53,13,4,0
"127160","Rapid-CNS",131264955,"5mC",789,19,26.67,11,4,1
"127160","Rapid-CNS",131264964,"5mC",947,19,27.78,13,5,1
"127160","Rapid-CNS",131264970,"5mC",1000,19,42.11,11,8,0
"127160","Rapid-CNS",131264975,"5mC",894,19,23.53,13,4,1
"127160","Rapid-CNS",131264985,"5mC",842,19,0,16,0,0
"127160","Rapid-CNS",131265001,"5mC",894,19,11.76,15,2,0
"127160","Rapid-CNS",131265005,"5mC",947,19,0,18,0,0
"127160","Rapid-CNS",131265008,"5mC",1000,19,0,19,0,0
"127160","Rapid-CNS",131265015,"5mC",1000,19,5.26,18,1,0
"127160","Rapid-CNS",131265022,"5mC",947,19,0,18,0,1
"127160","Rapid-CNS",131265024,"5mC",1000,19,0,19,0,0
"127160","Rapid-CNS",131265026,"5mC",1000,19,5.26,18,1,0
"127160","Rapid-CNS",131265042,"5mC",882,17,6.67,14,1,1
"127160","Rapid-CNS",131265048,"5mC",941,17,0,16,0,0
"127160","Rapid-CNS",131265058,"5mC",1000,17,0,17,0,0
"127160","Rapid-CNS",131265066,"5mC",1000,17,0,17,0,0
"127160","Rapid-CNS",131265070,"5mC",1000,17,5.88,16,1,0
"127160","Rapid-CNS",131265072,"5mC",941,17,0,16,0,1
"127160","Rapid-CNS",131265100,"5mC",941,17,0,16,0,0
"127160","Rapid-CNS",131265136,"5mC",941,17,0,16,0,1
"127160","Rapid-CNS",131265151,"5mC",941,17,0,16,0,1
"127160","Rapid-CNS",131265154,"5mC",1000,17,0,17,0,0
"127160","Rapid-CNS",131265158,"5mC",941,17,0,16,0,1
"127160","Rapid-CNS",131265168,"5mC",941,17,0,16,0,1
"127160","Rapid-CNS",131265172,"5mC",882,17,0,15,0,1
"127160","Rapid-CNS",131265184,"5mC",823,17,0,14,0,2
"127160","Rapid-CNS",131265193,"5mC",823,17,7.14,13,1,1
"127160","Rapid-CNS",131265205,"5mC",1000,17,0,17,0,0
"127160","Rapid-CNS",131265208,"5mC",1000,17,0,17,0,0
"127160","Rapid-CNS",131265214,"5mC",882,17,20,12,3,2
"127160","Rapid-CNS",131265228,"5mC",941,17,0,16,0,0
"127160","Rapid-CNS",131265231,"5mC",937,16,0,15,0,0
"127160","Rapid-CNS",131265236,"5mC",1000,16,0,16,0,0
"127160","Rapid-CNS",131265239,"5mC",1000,16,0,16,0,0
"127160","Rapid-CNS",131265246,"5mC",937,16,6.67,14,1,1
"127160","Rapid-CNS",131265254,"5mC",937,16,0,15,0,1
"127160","Rapid-CNS",131265272,"5mC",937,16,0,15,0,1
"127160","Rapid-CNS",131265275,"5mC",1000,16,0,16,0,0
"127160","Rapid-CNS",131265278,"5mC",937,16,0,15,0,1
"127160","Rapid-CNS",131265281,"5mC",1000,16,6.25,15,1,0
"127160","Rapid-CNS",131265294,"5mC",937,16,0,15,0,0
"127160","Rapid-CNS",131265297,"5mC",1000,16,0,16,0,0
"127160","Rapid-CNS",131265302,"5mC",1000,16,6.25,15,1,0
